max_depth,mean_cv,aucroc
10,0.828567998163388,0.8326500102755214
20,0.8306930178707057,0.8346129181224146
50,0.832522498622625,0.8350533657547263
100,0.8327383843407896,0.8359772027937782
200,0.8327867235153548,0.8362388755511454
