max_depth,mean_cv,aucroc
0.1,0.8311367281251577,0.8331338884600011
0.2,0.8348188311878163,0.8379559281949931
0.3,0.8350310847946224,0.8384593427668379
0.5,0.8342016278614695,0.8386888680822684
0.75,0.8329195690989029,0.8385796439241211
1.0,0.4938839564612575,0.631567569571063
