max_depth,mean_cv,aucroc
0.01,0.8095390674711271,0.8111940720046401
0.02,0.8011372505402518,0.8075807383975913
0.03,0.8024868894247023,0.8074296383538214
0.04,0.8004131919101676,0.805083567036815
0.05,0.7990265277779973,0.8033268232849522
0.06,0.798427803614117,0.8029522575919461
0.07,0.7975646469772968,0.8018637525101828
0.1,0.7819206939918081,0.7775734951826008
0.2,0.7456147396115889,0.748732755376623
0.3,0.7003096013591856,0.7034451127979479
0.5,0.5,0.5
