max_depth,mean_cv,aucroc
10,0.7206553756892469,0.6702722946632055
20,0.7360544322884663,0.6885831366238487
50,0.7374977406977179,0.6932393540939972
100,0.7373868635916723,0.6932393540939972
200,0.7370425811809875,0.6932393540939972
