max_depth,mean_cv,aucroc
1,0.7003096013591856,0.7034451127979479
2,0.7587560820671351,0.7612188418471526
3,0.7920100858829277,0.7959663045812948
4,0.8095390674711271,0.8111940720046401
5,0.8194250861745888,0.8253287262910259
6,0.8218657878514934,0.8318556728374797
