max_depth,mean_cv,aucroc
1,0.8189627045374788,0.8182355395665168
2,0.8245530150314803,0.8271474358713888
3,0.8290697636082965,0.8312763769937759
4,0.832522498622625,0.8350533657547263
5,0.8344700773096928,0.8408037004173115
6,0.8369979176431711,0.8460551578965866
